,_api,_json,author,contributors,coordinates,created_at,display_text_range,entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata,place,possibly_sensitive,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,retweeted,source,source_url,truncated,user
0,<tweepy.api.API object at 0x0A64DB70>,"{'created_at': 'Sun Nov 18 22:42:39 +0000 2018', 'id': 1064287799724122112, 'id_str': '1064287799724122112', 'full_text': '@AdelineNoirmain Ça va mal finir pour Macron etc ...ça va péter de partout', 'truncated': False, 'display_text_range': [17, 74], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AdelineNoirmain', 'name': 'Adeline', 'id': 327497119, 'id_str': '327497119', 'indices': [0, 16]}], 'urls': []}, 'metadata': {'iso_language_code': 'fr', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1064235920944234497, 'in_reply_to_status_id_str': '1064235920944234497', 'in_reply_to_user_id': 327497119, 'in_reply_to_user_id_str': '327497119', 'in_reply_to_screen_name': 'AdelineNoirmain', 'user': {'id': 928591428950921216, 'id_str': '928591428950921216', 'name': 'Starkum2000', 'screen_name': 'starkum2000', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 42, 'friends_count': 5, 'listed_count': 0, 'created_at': 'Thu Nov 09 11:53:43 +0000 2017', 'favourites_count': 7032, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1315, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}","User(_api=<tweepy.api.API object at 0x0A64DB70>, _json={'id': 928591428950921216, 'id_str': '928591428950921216', 'name': 'Starkum2000', 'screen_name': 'starkum2000', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 42, 'friends_count': 5, 'listed_count': 0, 'created_at': 'Thu Nov 09 11:53:43 +0000 2017', 'favourites_count': 7032, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1315, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=928591428950921216, id_str='928591428950921216', name='Starkum2000', screen_name='starkum2000', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=42, friends_count=5, listed_count=0, created_at=datetime.datetime(2017, 11, 9, 11, 53, 43), favourites_count=7032, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=1315, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,2018-11-18 22:42:39,"[17, 74]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AdelineNoirmain', 'name': 'Adeline', 'id': 327497119, 'id_str': '327497119', 'indices': [0, 16]}], 'urls': []}",0,False,@AdelineNoirmain Ça va mal finir pour Macron etc ...ça va péter de partout,,1064287799724122112,1064287799724122112,AdelineNoirmain,1.0642359209442345e+18,1064235920944234497,327497119.0,327497119,False,fr,"{'iso_language_code': 'fr', 'result_type': 'recent'}",,,,,,0,False,Twitter for Android,http://twitter.com/download/android,False,"User(_api=<tweepy.api.API object at 0x0A64DB70>, _json={'id': 928591428950921216, 'id_str': '928591428950921216', 'name': 'Starkum2000', 'screen_name': 'starkum2000', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 42, 'friends_count': 5, 'listed_count': 0, 'created_at': 'Thu Nov 09 11:53:43 +0000 2017', 'favourites_count': 7032, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1315, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=928591428950921216, id_str='928591428950921216', name='Starkum2000', screen_name='starkum2000', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=42, friends_count=5, listed_count=0, created_at=datetime.datetime(2017, 11, 9, 11, 53, 43), favourites_count=7032, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=1315, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/978361685487620097/fIGmzcPn_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')"
1,<tweepy.api.API object at 0x0A64DB70>,"{'created_at': 'Sun Nov 18 22:42:35 +0000 2018', 'id': 1064287780812046337, 'id_str': '1064287780812046337', 'full_text': 'c vrai que brigitte macron on dirait Dina Jaeger dans snk qd même', 'truncated': False, 'display_text_range': [0, 65], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'fr', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1935345133, 'id_str': '1935345133', 'name': 'zuko', 'screen_name': 'achkamui', 'location': 'Caucase du nord', 'description': 'S4E15 🧘🏼\u200d♂️🦍 霧隠れの鬼人 Aquaman le 21 décembre', 'url': 'https://t.co/qhqQSCHKMD', 'entities': {'url': {'urls': [{'url': 'https://t.co/qhqQSCHKMD', 'expanded_url': 'https://curiouscat.me/achkamui', 'display_url': 'curiouscat.me/achkamui', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 103, 'friends_count': 317, 'listed_count': 4, 'created_at': 'Fri Oct 04 20:00:44 +0000 2013', 'favourites_count': 56678, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 19515, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1935345133/1542558003', 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}","User(_api=<tweepy.api.API object at 0x0A64DB70>, _json={'id': 1935345133, 'id_str': '1935345133', 'name': 'zuko', 'screen_name': 'achkamui', 'location': 'Caucase du nord', 'description': 'S4E15 🧘🏼\u200d♂️🦍 霧隠れの鬼人 Aquaman le 21 décembre', 'url': 'https://t.co/qhqQSCHKMD', 'entities': {'url': {'urls': [{'url': 'https://t.co/qhqQSCHKMD', 'expanded_url': 'https://curiouscat.me/achkamui', 'display_url': 'curiouscat.me/achkamui', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 103, 'friends_count': 317, 'listed_count': 4, 'created_at': 'Fri Oct 04 20:00:44 +0000 2013', 'favourites_count': 56678, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 19515, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1935345133/1542558003', 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1935345133, id_str='1935345133', name='zuko', screen_name='achkamui', location='Caucase du nord', description='S4E15 🧘🏼\u200d♂️🦍 霧隠れの鬼人 Aquaman le 21 décembre', url='https://t.co/qhqQSCHKMD', entities={'url': {'urls': [{'url': 'https://t.co/qhqQSCHKMD', 'expanded_url': 'https://curiouscat.me/achkamui', 'display_url': 'curiouscat.me/achkamui', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=103, friends_count=317, listed_count=4, created_at=datetime.datetime(2013, 10, 4, 20, 0, 44), favourites_count=56678, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=19515, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=True, profile_background_color='1A1B1F', profile_background_image_url='http://abs.twimg.com/images/themes/theme15/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme15/bg.png', profile_background_tile=True, profile_image_url='http://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1935345133/1542558003', profile_link_color='ABB8C2', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='C0DFEC', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,2018-11-18 22:42:35,"[0, 65]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",0,False,c vrai que brigitte macron on dirait Dina Jaeger dans snk qd même,,1064287780812046337,1064287780812046337,,,,,,False,fr,"{'iso_language_code': 'fr', 'result_type': 'recent'}",,,,,,0,False,Twitter for iPhone,http://twitter.com/download/iphone,False,"User(_api=<tweepy.api.API object at 0x0A64DB70>, _json={'id': 1935345133, 'id_str': '1935345133', 'name': 'zuko', 'screen_name': 'achkamui', 'location': 'Caucase du nord', 'description': 'S4E15 🧘🏼\u200d♂️🦍 霧隠れの鬼人 Aquaman le 21 décembre', 'url': 'https://t.co/qhqQSCHKMD', 'entities': {'url': {'urls': [{'url': 'https://t.co/qhqQSCHKMD', 'expanded_url': 'https://curiouscat.me/achkamui', 'display_url': 'curiouscat.me/achkamui', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 103, 'friends_count': 317, 'listed_count': 4, 'created_at': 'Fri Oct 04 20:00:44 +0000 2013', 'favourites_count': 56678, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 19515, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1935345133/1542558003', 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1935345133, id_str='1935345133', name='zuko', screen_name='achkamui', location='Caucase du nord', description='S4E15 🧘🏼\u200d♂️🦍 霧隠れの鬼人 Aquaman le 21 décembre', url='https://t.co/qhqQSCHKMD', entities={'url': {'urls': [{'url': 'https://t.co/qhqQSCHKMD', 'expanded_url': 'https://curiouscat.me/achkamui', 'display_url': 'curiouscat.me/achkamui', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=103, friends_count=317, listed_count=4, created_at=datetime.datetime(2013, 10, 4, 20, 0, 44), favourites_count=56678, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=19515, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=True, profile_background_color='1A1B1F', profile_background_image_url='http://abs.twimg.com/images/themes/theme15/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme15/bg.png', profile_background_tile=True, profile_image_url='http://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1059177579704397824/y61BtSdd_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1935345133/1542558003', profile_link_color='ABB8C2', profile_sidebar_border_color='FFFFFF', profile_sidebar_fill_color='C0DFEC', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')"
2,<tweepy.api.API object at 0x0A64DB70>,"{'created_at': 'Sun Nov 18 22:42:21 +0000 2018', 'id': 1064287724415459330, 'id_str': '1064287724415459330', 'full_text': '@_TorresEmm @AudeJACQUOT @alain_vilard Ah oui parce que les urnes ça marche vraiment. On a eu le choix entre Macron et le pen ... merci du choix ! Je prétend pas avoir la science infuse mais ne me duper pas avec les élections (truquées qui plus est)', 'truncated': False, 'display_text_range': [39, 249], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_TorresEmm', 'name': 'TORRES EmmanueL', 'id': 3468592107, 'id_str': '3468592107', 'indices': [0, 11]}, {'screen_name': 'AudeJACQUOT', 'name': 'Aude JACQUOT', 'id': 497869150, 'id_str': '497869150', 'indices': [12, 24]}, {'screen_name': 'alain_vilard', 'name': 'Alain Vilard', 'id': 983330663570071553, 'id_str': '983330663570071553', 'indices': [25, 38]}], 'urls': []}, 'metadata': {'iso_language_code': 'fr', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1064252082826428416, 'in_reply_to_status_id_str': '1064252082826428416', 'in_reply_to_user_id': 3468592107, 'in_reply_to_user_id_str': '3468592107', 'in_reply_to_screen_name': '_TorresEmm', 'user': {'id': 3406360041, 'id_str': '3406360041', 'name': 'Leyzar90', 'screen_name': 'leyzar90', 'location': '', 'description': ""1990 #TeamOL une mauvaise fois légendaire pour l'OL. ANTI-ASSE / ANTI-VERT / Mes tweets n'engage que moi 😉"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 53, 'friends_count': 245, 'listed_count': 2, 'created_at': 'Fri Aug 07 00:36:40 +0000 2015', 'favourites_count': 4967, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2317, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3406360041/1527247993', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}","User(_api=<tweepy.api.API object at 0x0A64DB70>, _json={'id': 3406360041, 'id_str': '3406360041', 'name': 'Leyzar90', 'screen_name': 'leyzar90', 'location': '', 'description': ""1990 #TeamOL une mauvaise fois légendaire pour l'OL. ANTI-ASSE / ANTI-VERT / Mes tweets n'engage que moi 😉"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 53, 'friends_count': 245, 'listed_count': 2, 'created_at': 'Fri Aug 07 00:36:40 +0000 2015', 'favourites_count': 4967, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2317, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3406360041/1527247993', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=3406360041, id_str='3406360041', name='Leyzar90', screen_name='leyzar90', location='', description=""1990 #TeamOL une mauvaise fois légendaire pour l'OL. ANTI-ASSE / ANTI-VERT / Mes tweets n'engage que moi 😉"", url=None, entities={'description': {'urls': []}}, protected=False, followers_count=53, friends_count=245, listed_count=2, created_at=datetime.datetime(2015, 8, 7, 0, 36, 40), favourites_count=4967, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=2317, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/3406360041/1527247993', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,2018-11-18 22:42:21,"[39, 249]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_TorresEmm', 'name': 'TORRES EmmanueL', 'id': 3468592107, 'id_str': '3468592107', 'indices': [0, 11]}, {'screen_name': 'AudeJACQUOT', 'name': 'Aude JACQUOT', 'id': 497869150, 'id_str': '497869150', 'indices': [12, 24]}, {'screen_name': 'alain_vilard', 'name': 'Alain Vilard', 'id': 983330663570071553, 'id_str': '983330663570071553', 'indices': [25, 38]}], 'urls': []}",0,False,@_TorresEmm @AudeJACQUOT @alain_vilard Ah oui parce que les urnes ça marche vraiment. On a eu le choix entre Macron et le pen ... merci du choix ! Je prétend pas avoir la science infuse mais ne me duper pas avec les élections (truquées qui plus est),,1064287724415459330,1064287724415459330,_TorresEmm,1.0642520828264284e+18,1064252082826428416,3468592107.0,3468592107,False,fr,"{'iso_language_code': 'fr', 'result_type': 'recent'}",,,,,,0,False,Twitter for iPhone,http://twitter.com/download/iphone,False,"User(_api=<tweepy.api.API object at 0x0A64DB70>, _json={'id': 3406360041, 'id_str': '3406360041', 'name': 'Leyzar90', 'screen_name': 'leyzar90', 'location': '', 'description': ""1990 #TeamOL une mauvaise fois légendaire pour l'OL. ANTI-ASSE / ANTI-VERT / Mes tweets n'engage que moi 😉"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 53, 'friends_count': 245, 'listed_count': 2, 'created_at': 'Fri Aug 07 00:36:40 +0000 2015', 'favourites_count': 4967, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2317, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3406360041/1527247993', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=3406360041, id_str='3406360041', name='Leyzar90', screen_name='leyzar90', location='', description=""1990 #TeamOL une mauvaise fois légendaire pour l'OL. ANTI-ASSE / ANTI-VERT / Mes tweets n'engage que moi 😉"", url=None, entities={'description': {'urls': []}}, protected=False, followers_count=53, friends_count=245, listed_count=2, created_at=datetime.datetime(2015, 8, 7, 0, 36, 40), favourites_count=4967, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=2317, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/881661305815539712/myfktppK_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/3406360041/1527247993', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')"
