,_api,_json,author,contributors,coordinates,created_at,display_text_range,entities,extended_entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata,place,possibly_sensitive,retweet_count,retweeted,source,source_url,truncated,user
0,<tweepy.api.API object at 0x11a207080>,"{'created_at': 'Mon Nov 19 08:07:49 +0000 2018', 'id': 1064430027683581952, 'id_str': '1064430027683581952', 'full_text': ""@Philippe__Diest @MatthieudeO @AvisFrance @60millions @UFCquechoisir Ok,  donc courage pr les démarches (Twitter est assez efficace d'ailleurs,  pr leur e-réputation comme on dit )."", 'truncated': False, 'display_text_range': [69, 181], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Philippe__Diest', 'name': 'Philippe Diest', 'id': 931898339569885187, 'id_str': '931898339569885187', 'indices': [0, 16]}, {'screen_name': 'MatthieudeO', 'name': 'Matthieu de Oliveira', 'id': 2971183847, 'id_str': '2971183847', 'indices': [17, 29]}, {'screen_name': 'AvisFrance', 'name': 'Avis France', 'id': 151799445, 'id_str': '151799445', 'indices': [30, 41]}, {'screen_name': '60millions', 'name': '60 millions', 'id': 361859012, 'id_str': '361859012', 'indices': [42, 53]}, {'screen_name': 'UFCquechoisir', 'name': 'UFC-Que Choisir', 'id': 98651383, 'id_str': '98651383', 'indices': [54, 68]}], 'urls': []}, 'metadata': {'iso_language_code': 'fr', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>', 'in_reply_to_status_id': 1064429473494372352, 'in_reply_to_status_id_str': '1064429473494372352', 'in_reply_to_user_id': 931898339569885187, 'in_reply_to_user_id_str': '931898339569885187', 'in_reply_to_screen_name': 'Philippe__Diest', 'user': {'id': 784819482, 'id_str': '784819482', 'name': 'Duprat Annie', 'screen_name': 'DupratA', 'location': 'Nulle part', 'description': 'https://t.co/DiKjwjq6Dm', 'url': None, 'entities': {'description': {'urls': [{'url': 'https://t.co/DiKjwjq6Dm', 'expanded_url': 'https://www.aphg.fr/Les-lettres-de-Rosalie-Jullien-1775-1810-Une-correspondance-privee', 'display_url': 'aphg.fr/Les-lettres-de…', 'indices': [0, 23]}]}}, 'protected': False, 'followers_count': 2211, 'friends_count': 161, 'listed_count': 154, 'created_at': 'Mon Aug 27 14:50:23 +0000 2012', 'favourites_count': 62, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 52487, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/784819482/1491915473', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}","User(_api=<tweepy.api.API object at 0x11a207080>, _json={'id': 784819482, 'id_str': '784819482', 'name': 'Duprat Annie', 'screen_name': 'DupratA', 'location': 'Nulle part', 'description': 'https://t.co/DiKjwjq6Dm', 'url': None, 'entities': {'description': {'urls': [{'url': 'https://t.co/DiKjwjq6Dm', 'expanded_url': 'https://www.aphg.fr/Les-lettres-de-Rosalie-Jullien-1775-1810-Une-correspondance-privee', 'display_url': 'aphg.fr/Les-lettres-de…', 'indices': [0, 23]}]}}, 'protected': False, 'followers_count': 2211, 'friends_count': 161, 'listed_count': 154, 'created_at': 'Mon Aug 27 14:50:23 +0000 2012', 'favourites_count': 62, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 52487, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/784819482/1491915473', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=784819482, id_str='784819482', name='Duprat Annie', screen_name='DupratA', location='Nulle part', description='https://t.co/DiKjwjq6Dm', url=None, entities={'description': {'urls': [{'url': 'https://t.co/DiKjwjq6Dm', 'expanded_url': 'https://www.aphg.fr/Les-lettres-de-Rosalie-Jullien-1775-1810-Une-correspondance-privee', 'display_url': 'aphg.fr/Les-lettres-de…', 'indices': [0, 23]}]}}, protected=False, followers_count=2211, friends_count=161, listed_count=154, created_at=datetime.datetime(2012, 8, 27, 14, 50, 23), favourites_count=62, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=52487, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=True, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/784819482/1491915473', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,2018-11-19 08:07:49,"[69, 181]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Philippe__Diest', 'name': 'Philippe Diest', 'id': 931898339569885187, 'id_str': '931898339569885187', 'indices': [0, 16]}, {'screen_name': 'MatthieudeO', 'name': 'Matthieu de Oliveira', 'id': 2971183847, 'id_str': '2971183847', 'indices': [17, 29]}, {'screen_name': 'AvisFrance', 'name': 'Avis France', 'id': 151799445, 'id_str': '151799445', 'indices': [30, 41]}, {'screen_name': '60millions', 'name': '60 millions', 'id': 361859012, 'id_str': '361859012', 'indices': [42, 53]}, {'screen_name': 'UFCquechoisir', 'name': 'UFC-Que Choisir', 'id': 98651383, 'id_str': '98651383', 'indices': [54, 68]}], 'urls': []}",,0,False,"@Philippe__Diest @MatthieudeO @AvisFrance @60millions @UFCquechoisir Ok,  donc courage pr les démarches (Twitter est assez efficace d'ailleurs,  pr leur e-réputation comme on dit ).",,1064430027683581952,1064430027683581952,Philippe__Diest,1.0644294734943724e+18,1064429473494372352,9.318983395698852e+17,931898339569885187,False,fr,"{'iso_language_code': 'fr', 'result_type': 'recent'}",,,0,False,Twitter Lite,https://mobile.twitter.com,False,"User(_api=<tweepy.api.API object at 0x11a207080>, _json={'id': 784819482, 'id_str': '784819482', 'name': 'Duprat Annie', 'screen_name': 'DupratA', 'location': 'Nulle part', 'description': 'https://t.co/DiKjwjq6Dm', 'url': None, 'entities': {'description': {'urls': [{'url': 'https://t.co/DiKjwjq6Dm', 'expanded_url': 'https://www.aphg.fr/Les-lettres-de-Rosalie-Jullien-1775-1810-Une-correspondance-privee', 'display_url': 'aphg.fr/Les-lettres-de…', 'indices': [0, 23]}]}}, 'protected': False, 'followers_count': 2211, 'friends_count': 161, 'listed_count': 154, 'created_at': 'Mon Aug 27 14:50:23 +0000 2012', 'favourites_count': 62, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 52487, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/784819482/1491915473', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=784819482, id_str='784819482', name='Duprat Annie', screen_name='DupratA', location='Nulle part', description='https://t.co/DiKjwjq6Dm', url=None, entities={'description': {'urls': [{'url': 'https://t.co/DiKjwjq6Dm', 'expanded_url': 'https://www.aphg.fr/Les-lettres-de-Rosalie-Jullien-1775-1810-Une-correspondance-privee', 'display_url': 'aphg.fr/Les-lettres-de…', 'indices': [0, 23]}]}}, protected=False, followers_count=2211, friends_count=161, listed_count=154, created_at=datetime.datetime(2012, 8, 27, 14, 50, 23), favourites_count=62, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=52487, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=True, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/932922195147358208/u3CErFVq_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/784819482/1491915473', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')"
1,<tweepy.api.API object at 0x11a207080>,"{'created_at': 'Mon Nov 19 08:07:44 +0000 2018', 'id': 1064430006607196161, 'id_str': '1064430006607196161', 'full_text': ""@PhilippePoutou @blabalade Philippe,  steup, tu restes où tu es .\nLe mouvement n'a pas besoin de toi .\nSi les npa pouvaient quelque temps encore rester dans leurs ag à 5 en non mixité ...Ça nous ferait le plus grand bien."", 'truncated': False, 'display_text_range': [27, 221], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PhilippePoutou', 'name': 'Philippe Poutou', 'id': 374392774, 'id_str': '374392774', 'indices': [0, 15]}, {'screen_name': 'blabalade', 'name': 'Laure #FâchéeMaisPasFacho #Mtle22 #JeSuisCharlie', 'id': 244170872, 'id_str': '244170872', 'indices': [16, 26]}], 'urls': []}, 'metadata': {'iso_language_code': 'fr', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1064418743382622208, 'in_reply_to_status_id_str': '1064418743382622208', 'in_reply_to_user_id': 374392774, 'in_reply_to_user_id_str': '374392774', 'in_reply_to_screen_name': 'PhilippePoutou', 'user': {'id': 923159288406831106, 'id_str': '923159288406831106', 'name': 'Bertrand M', 'screen_name': 'BertrandM19', 'location': ""Où?Caen...loin d'un peu tout "", 'description': 'Radicalisé anti FPBE.\ncontre tous les extrêmes: religieux, RN, LREM', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 279, 'friends_count': 304, 'listed_count': 5, 'created_at': 'Wed Oct 25 12:08:20 +0000 2017', 'favourites_count': 20032, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 18920, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/923159288406831106/1512106319', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}","User(_api=<tweepy.api.API object at 0x11a207080>, _json={'id': 923159288406831106, 'id_str': '923159288406831106', 'name': 'Bertrand M', 'screen_name': 'BertrandM19', 'location': ""Où?Caen...loin d'un peu tout "", 'description': 'Radicalisé anti FPBE.\ncontre tous les extrêmes: religieux, RN, LREM', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 279, 'friends_count': 304, 'listed_count': 5, 'created_at': 'Wed Oct 25 12:08:20 +0000 2017', 'favourites_count': 20032, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 18920, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/923159288406831106/1512106319', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=923159288406831106, id_str='923159288406831106', name='Bertrand M', screen_name='BertrandM19', location=""Où?Caen...loin d'un peu tout "", description='Radicalisé anti FPBE.\ncontre tous les extrêmes: religieux, RN, LREM', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=279, friends_count=304, listed_count=5, created_at=datetime.datetime(2017, 10, 25, 12, 8, 20), favourites_count=20032, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=18920, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/923159288406831106/1512106319', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,2018-11-19 08:07:44,"[27, 221]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PhilippePoutou', 'name': 'Philippe Poutou', 'id': 374392774, 'id_str': '374392774', 'indices': [0, 15]}, {'screen_name': 'blabalade', 'name': 'Laure #FâchéeMaisPasFacho #Mtle22 #JeSuisCharlie', 'id': 244170872, 'id_str': '244170872', 'indices': [16, 26]}], 'urls': []}",,0,False,"@PhilippePoutou @blabalade Philippe,  steup, tu restes où tu es .
Le mouvement n'a pas besoin de toi .
Si les npa pouvaient quelque temps encore rester dans leurs ag à 5 en non mixité ...Ça nous ferait le plus grand bien.",,1064430006607196161,1064430006607196161,PhilippePoutou,1.0644187433826222e+18,1064418743382622208,374392774.0,374392774,False,fr,"{'iso_language_code': 'fr', 'result_type': 'recent'}",,,0,False,Twitter for Android,http://twitter.com/download/android,False,"User(_api=<tweepy.api.API object at 0x11a207080>, _json={'id': 923159288406831106, 'id_str': '923159288406831106', 'name': 'Bertrand M', 'screen_name': 'BertrandM19', 'location': ""Où?Caen...loin d'un peu tout "", 'description': 'Radicalisé anti FPBE.\ncontre tous les extrêmes: religieux, RN, LREM', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 279, 'friends_count': 304, 'listed_count': 5, 'created_at': 'Wed Oct 25 12:08:20 +0000 2017', 'favourites_count': 20032, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 18920, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/923159288406831106/1512106319', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=923159288406831106, id_str='923159288406831106', name='Bertrand M', screen_name='BertrandM19', location=""Où?Caen...loin d'un peu tout "", description='Radicalisé anti FPBE.\ncontre tous les extrêmes: religieux, RN, LREM', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=279, friends_count=304, listed_count=5, created_at=datetime.datetime(2017, 10, 25, 12, 8, 20), favourites_count=20032, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=18920, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/929716783149473792/f18vwEdQ_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/923159288406831106/1512106319', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')"
2,<tweepy.api.API object at 0x11a207080>,"{'created_at': 'Mon Nov 19 08:07:41 +0000 2018', 'id': 1064429995152560128, 'id_str': '1064429995152560128', 'full_text': '@EPhilippePM PHILIPPE SE TROMPE COMME SON MAÎTRE JUPPÉ EN 95/97.\nDroit dans ses bottes il se fera viré.\nNous sommes dirigés par des individus méprisants gavés de revenus et d’avantages divers qui ne leurs permettent plus de comprendre le peuple qui se révolte.', 'truncated': False, 'display_text_range': [13, 260], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EPhilippePM', 'name': 'Edouard Philippe', 'id': 1110890216, 'id_str': '1110890216', 'indices': [0, 12]}], 'urls': []}, 'metadata': {'iso_language_code': 'fr', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': 1064239656802357248, 'in_reply_to_status_id_str': '1064239656802357248', 'in_reply_to_user_id': 1110890216, 'in_reply_to_user_id_str': '1110890216', 'in_reply_to_screen_name': 'EPhilippePM', 'user': {'id': 974970905024712704, 'id_str': '974970905024712704', 'name': 'Nouba', 'screen_name': 'Nouba692945931', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 9, 'friends_count': 44, 'listed_count': 0, 'created_at': 'Sat Mar 17 11:29:12 +0000 2018', 'favourites_count': 15, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 473, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}","User(_api=<tweepy.api.API object at 0x11a207080>, _json={'id': 974970905024712704, 'id_str': '974970905024712704', 'name': 'Nouba', 'screen_name': 'Nouba692945931', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 9, 'friends_count': 44, 'listed_count': 0, 'created_at': 'Sat Mar 17 11:29:12 +0000 2018', 'favourites_count': 15, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 473, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=974970905024712704, id_str='974970905024712704', name='Nouba', screen_name='Nouba692945931', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=9, friends_count=44, listed_count=0, created_at=datetime.datetime(2018, 3, 17, 11, 29, 12), favourites_count=15, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=473, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_image_url_https='https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=True, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,2018-11-19 08:07:41,"[13, 260]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EPhilippePM', 'name': 'Edouard Philippe', 'id': 1110890216, 'id_str': '1110890216', 'indices': [0, 12]}], 'urls': []}",,0,False,"@EPhilippePM PHILIPPE SE TROMPE COMME SON MAÎTRE JUPPÉ EN 95/97.
Droit dans ses bottes il se fera viré.
Nous sommes dirigés par des individus méprisants gavés de revenus et d’avantages divers qui ne leurs permettent plus de comprendre le peuple qui se révolte.",,1064429995152560128,1064429995152560128,EPhilippePM,1.0642396568023572e+18,1064239656802357248,1110890216.0,1110890216,False,fr,"{'iso_language_code': 'fr', 'result_type': 'recent'}",,,0,False,Twitter for iPad,http://twitter.com/#!/download/ipad,False,"User(_api=<tweepy.api.API object at 0x11a207080>, _json={'id': 974970905024712704, 'id_str': '974970905024712704', 'name': 'Nouba', 'screen_name': 'Nouba692945931', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 9, 'friends_count': 44, 'listed_count': 0, 'created_at': 'Sat Mar 17 11:29:12 +0000 2018', 'favourites_count': 15, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 473, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=974970905024712704, id_str='974970905024712704', name='Nouba', screen_name='Nouba692945931', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=9, friends_count=44, listed_count=0, created_at=datetime.datetime(2018, 3, 17, 11, 29, 12), favourites_count=15, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=473, lang='fr', contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_image_url_https='https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=True, following=False, follow_request_sent=False, notifications=False, translator_type='none')"
